source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract,board_data_status
TM-38776-1755778071.lin,TM,open,1,o,none,3.0,N,S85HJ93DJT73CAKJ7,ST9742HAQ42DK86C3,SAJ63HKDA42CQ6542,,S85HJ93DJT73CAKJ7,ST9742HAQ42DK86C3,SAJ63HKDA42CQ6542,,,1C PASS 1NT PASS 2C PASS PASS PASS,2C,missing_or_invalid
TM-38776-1755778071.lin,TM,open,2,n,ns,4.0,E,SAK74H53DAQ54CAJ8,SJ9532HQJ2DJ83C32,SQHAK874DK762CKT6,,SAK74H53DAQ54CAJ8,SJ9532HQJ2DJ83C32,SQHAK874DK762CKT6,,13.0,PASS 1D PASS 1H PASS 2NT PASS 3D! PASS PASS PASS,2NT,missing_or_invalid
TM-38776-1755778071.lin,TM,open,3,e,ew,1.0,S,SQ943HJ76DA8532CK,SAKT85HKQ43D94C65,SJ7H82DQT7CQT9872,,SQ943HJ76DA8532CK,SAKT85HKQ43D94C65,SJ7H82DQT7CQT9872,,,PASS 1S PASS 2C! PASS 2H PASS 3H PASS 3S PASS 4C! PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-38776-1755778071.lin,TM,open,4,b,both,2.0,W,SKQ72HAQ84DA9CQT3,SJ9HKDKQ842CK6542,SAT53HJT732DJ3CJ9,,SKQ72HAQ84DA9CQT3,SJ9HKDKQ842CK6542,SAT53HJT732DJ3CJ9,,10.0,1D PASS PASS X PASS 1H PASS 2H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-38776-1755778071.lin,TM,open,5,n,ns,3.0,N,SJ32H8543DAQJ63C4,SAQ65HAJ7DKT8CAQ5,SKT8HKQ6D74CKT963,,SJ32H8543DAQJ63C4,SAQ65HAJ7DKT8CAQ5,SKT8HKQ6D74CKT963,,,1C PASS 1H X XX 2C PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-38776-1755778071.lin,TM,open,6,e,ew,4.0,E,ST43HAK65DKTC9762,SJ862HQ4D54CKQ854,SKQHT982DAQJ762C3,,ST43HAK65DKTC9762,SJ862HQ4D54CKQ854,SKQHT982DAQJ762C3,,10.0,PASS PASS PASS 1D X 1H 1S 2H 2S X PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-38776-1755778071.lin,TM,open,7,b,both,1.0,S,SQHK32DA96CKT9875,SJ53HQ964DT742CQJ,SAK9742HDQ83CA643,,SQHK32DA96CKT9875,SJ53HQ964DT742CQJ,SAK9742HDQ83CA643,,13.0,1C PASS 1S 3H PASS 4H 4NT PASS 5C! PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-38776-1755778071.lin,TM,open,8,o,none,2.0,W,SJ543H7DJ972CA432,SAT7HA852DT53CQ65,SKQ98H64DAKQ8CK97,,SJ543H7DJ972CA432,SAT7HA852DT53CQ65,SKQ98H64DAKQ8CK97,,8.0,PASS 1NT 2D! PASS 2H PASS PASS X PASS 2S PASS PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-38776-1755778071.lin,TM,open,9,e,ew,3.0,N,S65H4DQJ432CKQJT5,SKT98732HDAKT7C73,SQHKQT9763D86C942,,S65H4DQJ432CKQJT5,SKT98732HDAKT7C73,SQHKQT9763D86C942,,,3H PASS PASS 3S PASS 4S 4N! PASS 5H X PASS PASS PASS,5H,missing_or_invalid
TM-38776-1755778071.lin,TM,open,10,b,both,4.0,E,SKT94HATDAK86543C,S862HKJ863D2C6543,SA753H954DQTCAT87,,SKT94HATDAK86543C,S862HKJ863D2C6543,SA753H954DQTCAT87,,13.0,1C 1D PASS 1S PASS 2C! PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-39581-1755789313.lin,TM,open,1,o,none,3.0,N,S369TH67AD289QC29,S7AH28JQD4TC4TJKA,SQH45TKD357JAC68Q,,S369TH67AD289QC29,S7AH28JQD4TC4TJKA,SQH45TKD357JAC68Q,,,1D 1S PASS 2C PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-39581-1755789313.lin,TM,open,2,n,ns,4.0,E,S46H4TKD57QAC568A,S5TJAH2D46TJKC79Q,S79KH369JQAD239C2,,S46H4TKD57QAC568A,S5TJAH2D46TJKC79Q,S79KH369JQAD239C2,,10.0,PASS 1D PASS 1H 2C X PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-39581-1755789313.lin,TM,open,3,e,ew,1.0,S,S47TAHD5678C5TQKA,S2JKH489JD23JQC23,S389QH567ADTKAC89,,S47TAHD5678C5TQKA,S2JKH489JD23JQC23,S389QH567ADTKAC89,,12.0,2C PASS 2D! PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-39581-1755789313.lin,TM,open,4,b,both,2.0,W,S478H2KD7KAC4568J,S5TQH57JD3689QC7A,S26JKH369QD245CTK,,S478H2KD7KAC4568J,S5TQH57JD3689QC7A,S26JKH369QD245CTK,,7.0,PASS PASS 1D! PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-39581-1755789313.lin,TM,open,5,n,ns,3.0,N,S459H346KD25JC348,S7H58D49TQKC279JK,S236JQH9TJQAD6C5Q,,S459H346KD25JC348,S7H58D49TQKC279JK,S236JQH9TJQAD6C5Q,,12.0,1S PASS PASS 2N! 3H 4D 4H PASS PASS 5D PASS PASS PASS,5D,missing_or_invalid
TM-39581-1755789313.lin,TM,open,6,e,ew,4.0,E,S27H26D356TKC467Q,S459H37KD9QC38TJA,S3JKH89JQD248AC25,,S27H26D356TKC467Q,S459H37KD9QC38TJA,S3JKH89JQD248AC25,,10.0,1S PASS 1NT PASS 2H PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-39581-1755789313.lin,TM,open,7,b,both,1.0,S,S459TH4JAD246TKC8,S368JAHKD39C37JQK,S2QH256TQD78C2469,,S459TH4JAD246TKC8,S368JAHKD39C37JQK,S2QH256TQD78C2469,,,PASS 1S PASS 2C! PASS 3C PASS 3H! PASS 4C PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-39581-1755789313.lin,TM,open,8,o,none,2.0,W,S45AH349D79JKC5TQ,SQKH58QD23QAC789A,SJH267TJKD468TC2K,,S45AH349D79JKC5TQ,SQKH58QD23QAC789A,SJH267TJKD468TC2K,,8.0,1NT 2D! PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-41696-1753543519.lin,TM,open,1,o,none,3.0,N,S27H3689QDJC58TQK,S68JKH45KAD24QAC7,S59TH7TD368TC239A,,S27H3689QDJC58TQK,S68JKH45KAD24QAC7,S59TH7TD368TC239A,,10.0,PASS PASS 2H X 3C 3H! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-41696-1753543519.lin,TM,open,2,n,ns,4.0,E,S46JQAH25QD368KCQ,S789H4678AD57TC2K,S2KH3TJKD9JQC356A,,S46JQAH25QD368KCQ,S789H4678AD57TC2K,S2KH3TJKD9JQC356A,,6.0,PASS 1S PASS 2C PASS 2D 2H 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-41696-1753543519.lin,TM,open,3,e,ew,1.0,S,SKAH348JAD58TC25J,S357TH6QD679AC78K,S29JQH59D234QKC36,,SKAH348JAD58TC25J,S357TH6QD679AC78K,S29JQH59D234QKC36,,,1H PASS 1S 2C PASS 3C PASS PASS PASS,3C,missing_or_invalid
TM-41696-1753543519.lin,TM,open,4,b,both,2.0,W,S26THJKD2389JKACA,SAH79TD456QC2357K,S3489JQKH24QADC68,,S26THJKD2389JKACA,SAH79TD456QC2357K,S3489JQKH24QADC68,,12.0,PASS 1S PASS 2D PASS 2H PASS 2S PASS 3D PASS 3H! PASS 3S PASS 4N! PASS 5S PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-41696-1753543519.lin,TM,open,5,n,ns,3.0,N,S4TJH39TD47QC279T,S37H28JKD58TC568K,S2QAH47QAD23AC4QA,,S4TJH39TD47QC279T,S37H28JKD58TC568K,S2QAH47QAD23AC4QA,,8.0,2C PASS 2D! PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-41696-1753543519.lin,TM,open,6,e,ew,4.0,E,S45H26KD79QC56789,S238H3457D38JACJQ,S679TAH8TAD256TKC,,S45H26KD79QC56789,S238H3457D38JACJQ,S679TAH8TAD256TKC,,10.0,1C PASS 1H 2C! 3C PASS PASS PASS,3C,missing_or_invalid
TM-41696-1753543519.lin,TM,open,7,b,both,1.0,S,S249TH34AD6TAC89Q,S567JAHTD48JC237T,S38QH567JQD357C45,,S249TH34AD6TAC89Q,S567JAHTD48JC237T,S38QH567JQD357C45,,8.0,PASS PASS PASS 1D X 1S PASS 2H PASS 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-41696-1753543519.lin,TM,open,8,o,none,2.0,W,S27H458JDQC2368TA,S3TJKH37QKD39TACK,S8QAH29AD24578JC9,,S27H458JDQC2368TA,S3TJKH37QKD39TACK,S8QAH29AD24578JC9,,7.0,1D PASS 1S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-41696-1753543519.lin,TM,open,9,e,ew,3.0,N,S8AH79KD69QC4679J,S2459TKH2AD24JAC8,S367JH5TQD5TC25QK,,S8AH79KD69QC4679J,S2459TKH2AD24JAC8,S367JH5TQD5TC25QK,,,PASS PASS PASS 1S PASS 1NT PASS 2S PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-41696-1753543519.lin,TM,open,10,b,both,4.0,E,S346TJH6AD246C26J,S9AH59QKD9JKC3478,S28KH23478D578C59,,S346TJH6AD246C26J,S9AH59QKD9JKC3478,S28KH23478D578C59,,11.0,1D PASS 1H PASS 2NT PASS 3C! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-41696-1753543519.lin,TM,open,11,o,none,1.0,S,S3457JQH234DAC7JK,S689TH8QAD59JC23T,SAH69TD2478TKC68A,,S3457JQH234DAC7JK,S689TH8QAD59JC23T,SAH69TD2478TKC68A,,,1S PASS 2D PASS 2S PASS 3D PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-41696-1753543519.lin,TM,open,12,n,ns,2.0,W,S6JH369JD345QAC9Q,S579H24D79TJC8JKA,S28TH7QKAD6KC3457,,S6JH369JD345QAC9Q,S579H24D79TJC8JKA,S28TH7QKAD6KC3457,,,PASS 1C 1S X 2S 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-42516-1755864744.lin,TM,open,1,o,none,3.0,N,SQT9865HQ74DQT7C3,S73HAK8DAJ863CAT6,SA2HJ952D92CKJ742,,SQT9865HQ74DQT7C3,S73HAK8DAJ863CAT6,SA2HJ952D92CKJ742,,11.0,PASS PASS 2D! 3D PASS PASS PASS,3D,missing_or_invalid
TM-42516-1755864744.lin,TM,open,2,n,ns,4.0,E,SAQHQ864DQ543CAJ2,S97HAT752DA8CQ974,S832HKJ9DT92CKT86,,SAQHQ864DQ543CAJ2,S97HAT752DA8CQ974,S832HKJ9DT92CKT86,,8.0,2D! X 2S! 3C 3S PASS PASS PASS,3S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,3,e,ew,1.0,S,SA98HA842DA2CA764,ST62HK653DKQ3CJ32,SK74HJ97DJT74CK85,,SA98HA842DA2CA764,ST62HK653DKQ3CJ32,SK74HJ97DJT74CK85,,8.0,1NT PASS 2C! PASS 2H PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-42516-1755864744.lin,TM,open,4,b,both,2.0,W,SAJ872HAK5D98C962,SQ6543H6DQ2CAQJ54,S9HJT8742DA74C873,,SAJ872HAK5D98C962,SQ6543H6DQ2CAQJ54,S9HJT8742DA74C873,,,1S PASS 2D PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-42516-1755864744.lin,TM,open,5,n,ns,3.0,N,SJ7HQ765DK542CK42,SQ5HAT9DA93CQ9753,SAKT986HK843D6CJ6,,SJ7HQ765DK542CK42,SQ5HAT9DA93CQ9753,SAKT986HK843D6CJ6,,,1S 2D 2NT X 3S PASS PASS PASS,3S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,6,e,ew,4.0,E,SA8HQ754DT62CAJ96,SKJT632H98D3CQT82,S94HAT63DAJ854C43,,SA8HQ754DT62CAJ96,SKJT632H98D3CQT82,S94HAT63DAJ854C43,,7.0,1D PASS 1S PASS 1NT PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,7,b,both,1.0,S,SK3HKJ4DQJT9CT954,SQ2HA9863DA54CKQJ,S965HQT52D763C872,,SK3HKJ4DQJT9CT954,SQ2HA9863DA54CKQJ,S965HQT52D763C872,,,PASS 1NT PASS 4H PASS 4S PASS 4NT PASS 5S PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,8,o,none,2.0,W,SQJ953HQ6DT8CA983,SAKTHA98DJ532C642,S8764HKJ42DAQCKQ5,,SQJ953HQ6DT8CA983,SAKTHA98DJ532C642,S8764HKJ42DAQCKQ5,,8.0,1D X PASS 1S PASS 3S 4D 4S PASS PASS PASS,4S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,9,e,ew,3.0,N,SAQ5H43DT95CQ9876,SKJ642HAQ6DKQ8C43,ST987HJ85DA7632C2,,SAQ5H43DT95CQ9876,SKJ642HAQ6DKQ8C43,ST987HJ85DA7632C2,,,PASS 1H PASS 1S PASS 2C PASS 2D PASS 3C PASS 3H PASS 3S! PASS 4D PASS 4NT PASS 5C PASS 5H PASS PASS PASS,5H,missing_or_invalid
TM-42516-1755864744.lin,TM,open,10,b,both,4.0,E,SKT7HJT4DJ52CK765,S6H72DT876CAQT842,SA9843H8653DAK4C3,,SKT7HJT4DJ52CK765,S6H72DT876CAQT842,SA9843H8653DAK4C3,,8.0,1NT PASS 2S PASS 2NT PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-42516-1755864744.lin,TM,open,11,o,none,1.0,S,SAQ6HQ83D7CAQJ976,S9873H5DAKQT65C52,SKJT52HK72D82CT43,,SAQ6HQ83D7CAQJ976,S9873H5DAKQT65C52,SKJT52HK72D82CT43,,10.0,1C 1D 1S 3H 4S PASS PASS PASS,4S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,12,n,ns,2.0,W,SAK752HAK42DKJ6C3,SQJ43H85DA9532C87,S9HQJ63DT7CAKQ962,,SAK752HAK42DKJ6C3,SQJ43H85DA9532C87,S9HQJ63DT7CAKQ962,,,PASS 1C PASS 1S PASS 2H PASS 4NT PASS 5C! PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-42516-1755864744.lin,TM,open,13,b,both,3.0,N,SQJ75HDJ3CA986432,SK62H8643DAQ974CQ,ST93HKQT52D85CJ75,,SQJ75HDJ3CA986432,SK62H8643DAQ974CQ,ST93HKQT52D85CJ75,,,PASS 1NT PASS 2C PASS 2H 3C 4H PASS PASS PASS,4H,missing_or_invalid
TM-42516-1755864744.lin,TM,open,14,o,none,4.0,E,S632H72DQT652CT85,SQJT95H3DKCAQJ764,SAK84HQJ85DA983C3,,S632H72DQT652CT85,SQJT95H3DKCAQJ764,SAK84HQJ85DA983C3,,12.0,1H PASS 2C X 2H 3D 3S PASS 4C PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-42516-1755864744.lin,TM,open,15,n,ns,1.0,S,SQT5HAK52D974CK76,SJ73HJ93DKQJ86CQ9,SK9862HT4DA53CJ84,,SQT5HAK52D974CK76,SJ73HJ93DKQJ86CQ9,SK9862HT4DA53CJ84,,9.0,1C 1D 1S 2C 2S 3D 3S PASS PASS PASS,3S,missing_or_invalid
TM-42516-1755864744.lin,TM,open,16,e,ew,2.0,W,SAKJ96HAJDQT53C94,S43H97D764CQ87652,ST82HQ642D98CAKJT,,SAKJ96HAJDQT53C94,S43H97D764CQ87652,ST82HQ642D98CAKJT,,,PASS PASS 1H 1S PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,1,o,none,3.0,N,SQT9865HQ74DQT7C3,S73HAK8DAJ863CAT6,SA2HJ952D92CKJ742,,SQT9865HQ74DQT7C3,S73HAK8DAJ863CAT6,SA2HJ952D92CKJ742,,9.0,PASS PASS 2D! X 2H PASS 2S PASS PASS 2NT PASS 3NT X PASS PASS PASS,3NT,missing_or_invalid
TM-42521-1755864905.lin,TM,open,2,n,ns,4.0,E,SAQHQ864DQ543CAJ2,S97HAT752DA8CQ974,S832HKJ9DT92CKT86,,SAQHQ864DQ543CAJ2,S97HAT752DA8CQ974,S832HKJ9DT92CKT86,,,2D! 2NT PASS 3C PASS 3H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-42521-1755864905.lin,TM,open,3,e,ew,1.0,S,SA98HA842DA2CA764,ST62HK653DKQ3CJ32,SK74HJ97DJT74CK85,,SA98HA842DA2CA764,ST62HK653DKQ3CJ32,SK74HJ97DJT74CK85,,8.0,1NT PASS 2C PASS 2H PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-42521-1755864905.lin,TM,open,4,b,both,2.0,W,SAJ872HAK5D98C962,SQ6543H6DQ2CAQJ54,S9HJT8742DA74C873,,SAJ872HAK5D98C962,SQ6543H6DQ2CAQJ54,S9HJT8742DA74C873,,9.0,1S PASS 2D PASS 3C PASS 3D PASS 4D PASS 5D PASS PASS PASS,5D,missing_or_invalid
TM-42521-1755864905.lin,TM,open,5,n,ns,3.0,N,SJ7HQ765DK542CK42,SQ5HAT9DA93CQ9753,SAKT986HK843D6CJ6,,SJ7HQ765DK542CK42,SQ5HAT9DA93CQ9753,SAKT986HK843D6CJ6,,8.0,1S PASS 1NT PASS 2H PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-42521-1755864905.lin,TM,open,6,e,ew,4.0,E,SA8HQ754DT62CAJ96,SKJT632H98D3CQT82,S94HAT63DAJ854C43,,SA8HQ754DT62CAJ96,SKJT632H98D3CQT82,S94HAT63DAJ854C43,,10.0,1D PASS 1S PASS 1NT PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,7,b,both,1.0,S,SK3HKJ4DQJT9CT954,SQ2HA9863DA54CKQJ,S965HQT52D763C872,,SK3HKJ4DQJT9CT954,SQ2HA9863DA54CKQJ,S965HQT52D763C872,,11.0,PASS 1NT PASS 2H! PASS 2S PASS 3H! PASS 4C PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,8,o,none,2.0,W,SQJ953HQ6DT8CA983,SAKTHA98DJ532C642,S8764HKJ42DAQCKQ5,,SQJ953HQ6DT8CA983,SAKTHA98DJ532C642,S8764HKJ42DAQCKQ5,,8.0,1D 1NT 3D 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,9,e,ew,3.0,N,SAQ5H43DT95CQ9876,SKJ642HAQ6DKQ8C43,ST987HJ85DA7632C2,,SAQ5H43DT95CQ9876,SKJ642HAQ6DKQ8C43,ST987HJ85DA7632C2,,11.0,PASS 1H PASS 1S PASS 2C PASS 2D! PASS 3C PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-42521-1755864905.lin,TM,open,10,b,both,4.0,E,SKT7HJT4DJ52CK765,S6H72DT876CAQT842,SA9843H8653DAK4C3,,SKT7HJT4DJ52CK765,S6H72DT876CAQT842,SA9843H8653DAK4C3,,7.0,1NT PASS PASS 2C PASS 2D! PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,11,o,none,1.0,S,SAQ6HQ83D7CAQJ976,S9873H5DAKQT65C52,SKJT52HK72D82CT43,,SAQ6HQ83D7CAQJ976,S9873H5DAKQT65C52,SKJT52HK72D82CT43,,10.0,1C 1D PASS 1H 2C 2D 3C 3D X PASS 3S 4D PASS PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,12,n,ns,2.0,W,SAK752HAK42DKJ6C3,SQJ43H85DA9532C87,S9HQJ63DT7CAKQ962,,SAK752HAK42DKJ6C3,SQJ43H85DA9532C87,S9HQJ63DT7CAKQ962,,12.0,PASS 1C PASS 1S PASS 2C PASS 2H! PASS 4H PASS 4N! PASS 5C PASS 5D! PASS 5S PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-42521-1755864905.lin,TM,open,13,b,both,3.0,N,SQJ75HDJ3CA986432,SK62H8643DAQ974CQ,ST93HKQT52D85CJ75,,SQJ75HDJ3CA986432,SK62H8643DAQ974CQ,ST93HKQT52D85CJ75,,,PASS 1NT 3C X PASS 3H X 4H X PASS PASS PASS,4H,missing_or_invalid
TM-42521-1755864905.lin,TM,open,14,o,none,4.0,E,S632H72DQT652CT85,SQJT95H3DKCAQJ764,SAK84HQJ85DA983C3,,S632H72DQT652CT85,SQJT95H3DKCAQJ764,SAK84HQJ85DA983C3,,11.0,1H PASS 1S PASS 2H PASS 3C PASS 3H PASS 4H X PASS PASS 5C X PASS PASS PASS,5C,missing_or_invalid
TM-42521-1755864905.lin,TM,open,15,n,ns,1.0,S,SQT5HAK52D974CK76,SJ73HJ93DKQJ86CQ9,SK9862HT4DA53CJ84,,SQT5HAK52D974CK76,SJ73HJ93DKQJ86CQ9,SK9862HT4DA53CJ84,,,1C 1D 1S 1NT 2S PASS PASS PASS,2S,missing_or_invalid
TM-42521-1755864905.lin,TM,open,16,e,ew,2.0,W,SAKJ96HAJDQT53C94,S43H97D764CQ87652,ST82HQ642D98CAKJT,,SAKJ96HAJDQT53C94,S43H97D764CQ87652,ST82HQ642D98CAKJT,,10.0,PASS PASS 1H 1S PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-43410-1776429588.lin,TM,open,1,o,none,3.0,N,S49TKH2KAD5TC46JA,S568H45D289KC258K,S37H7JQD46JQAC79T,,S49TKH2KAD5TC46JA,S568H45D289KC258K,S37H7JQD46JQAC79T,,10.0,PASS PASS 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-43410-1776429588.lin,TM,open,2,n,ns,4.0,E,S2457KAH47QD5C39A,SH239D479TJAC68TK,S8TJQH5JKAD2C25JQ,,S2457KAH47QD5C39A,SH239D479TJAC68TK,S8TJQH5JKAD2C25JQ,,11.0,PASS 1S 2D 4S 5D 5S PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-43410-1776429588.lin,TM,open,3,e,ew,1.0,S,S6H2579QD26TQKC6A,S47AH346D347JC27K,S3TQHTD589C4589TQ,,S6H2579QD26TQKC6A,S47AH346D347JC27K,S3TQHTD589C4589TQ,,,2H PASS 3C X 3D PASS PASS 3S PASS 4S 5D X PASS PASS PASS,5D,missing_or_invalid
TM-43410-1776429588.lin,TM,open,4,b,both,2.0,W,S2369H89KD2589CJQ,S478KH5JD7QKAC45A,STJQH234D6TC23678,,S2369H89KD2589CJQ,S478KH5JD7QKAC45A,STJQH234D6TC23678,,12.0,1NT PASS 2D! PASS 2H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-43410-1776429588.lin,TM,open,5,n,ns,3.0,N,S25AH2TQKAD9C48KA,S348TJH4D478JKC2J,SH3679D35TQAC569Q,,S25AH2TQKAD9C48KA,S348TJH4D478JKC2J,SH3679D35TQAC569Q,,,PASS PASS 2C 2H! 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-43410-1776429588.lin,TM,open,6,e,ew,4.0,E,S37JH347AD2JKC3JQ,S249TKAHJQD5TC467,S56H2568D49QAC5KA,,S37JH347AD2JKC3JQ,S249TKAHJQD5TC467,S56H2568D49QAC5KA,,9.0,PASS PASS 1S X PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-43410-1776429588.lin,TM,open,7,b,both,1.0,S,S8TH389QD78KAC28K,S23JH46D2469QC67T,S57KAH5D35TC3459A,,S8TH389QD78KAC28K,S23JH46D2469QC67T,S57KAH5D35TC3459A,,7.0,1D PASS 1S 2H PASS PASS X PASS PASS PASS,2H,missing_or_invalid
TM-43410-1776429588.lin,TM,open,8,o,none,2.0,W,S58QH4AD234JKC459,S2346TKH6JQD5C23K,S79JAH579D8C68TQA,,S58QH4AD234JKC459,S2346TKH6JQD5C23K,S79JAH579D8C68TQA,,,2D! PASS PASS PASS,PASSOUT,missing_or_invalid
TM-43410-1776429588.lin,TM,open,9,e,ew,3.0,N,S238JQH35TAD4KCTJ,S46TH246QD368C48A,S7KAH7JD279TC26QK,,S238JQH35TAD4KCTJ,S46TH246QD368C48A,S7KAH7JD279TC26QK,,11.0,1C PASS 1S PASS 1NT PASS 2C PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-43410-1776429588.lin,TM,open,10,b,both,4.0,E,S236KH2D78TQC37JQ,S4QAH4JKD4569C68T,S59JHTQD23JKC245K,,S236KH2D78TQC37JQ,S4QAH4JKD4569C68T,S59JHTQD23JKC245K,,11.0,1H PASS 1NT PASS 2H PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-43410-1776429588.lin,TM,open,11,o,none,1.0,S,SH34569AD2JQC38JQ,S568JH7JD5678AC5K,S379KH2QKD4C267TA,,SH34569AD2JQC38JQ,S568JH7JD5678AC5K,S379KH2QKD4C267TA,,12.0,1H PASS 2C X 3C 3D 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-43410-1776429588.lin,TM,open,12,n,ns,2.0,W,S459JQH67D4TCTJQA,S37AH34QD89AC2458,S6TKH258JKD367JCK,,S459JQH67D4TCTJQA,S37AH34QD89AC2458,S6TKH258JKD367JCK,,,PASS 1H PASS 1S PASS 1NT PASS 2C PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-47814-1749472702.lin,TM,open,1,o,none,3.0,N,S432H875DA32CJ753,S86HAQ94DJ986CQ96,SAKQJT7HJ3DKT54CA,,S432H875DA32CJ753,S86HAQ94DJ986CQ96,SAKQJT7HJ3DKT54CA,,10.0,1S 2C 2S 3C 4S PASS PASS PASS,4S,missing_or_invalid
TM-47814-1749472702.lin,TM,open,2,n,ns,4.0,E,SA742HA73DKQ6CK83,SQJ53H84DAJT97C65,SKT98HT5D43CAQJT9,,SA742HA73DKQ6CK83,SQJ53H84DAJT97C65,SKT98HT5D43CAQJT9,,10.0,2D! 2NT PASS 3C! PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-47814-1749472702.lin,TM,open,3,e,ew,1.0,S,SAQJTHAJ4DT73CAT4,S43HKQT92D92CQJ53,SK76H753DAQJ65C97,,SAQJTHAJ4DT73CAT4,S43HKQT92D92CQJ53,SK76H753DAQJ65C97,,,1NT 2D! X 2H 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-47814-1749472702.lin,TM,open,4,b,both,2.0,W,ST63HJT75DT53CT52,S742H63DAKQ9CAKQJ,SKJ98HQ8D742C8763,,ST63HJT75DT53CT52,S742H63DAKQ9CAKQJ,SKJ98HQ8D742C8763,,11.0,1D PASS 1H PASS 2NT PASS 3H PASS 4H PASS 4S! PASS 4NT PASS 5D! PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-47814-1749472702.lin,TM,open,5,n,ns,3.0,N,SAQ8HAK964DJ53C52,SKJT3HJT5DA42C643,S742H82DQT97CAKQJ,,SAQ8HAK964DJ53C52,SKJT3HJT5DA42C643,S742H82DQT97CAKQJ,,,1D PASS 1H PASS 1NT PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
