source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract
85333.lin,BBO,closed,26,b,both,4,E,SQJ6H86DKQ85CT732,SA982HKJ952D97CQ8,SKT73HT7D42CKJ965,S54HAQ43DAJT63CA4,SQJ6H86DKQ85CT732,SA982HKJ952D97CQ8,SKT73HT7D42CKJ965,S54HAQ43DAJT63CA4,11,1NT PASS 2C PASS 2H PASS 4H PASS PASS PASS,4H
85333.lin,BBO,open,27,o,none,1,S,SQJ7HQ53DA53CQJ84,ST653HJ9764D982C3,SK82HAT2DQJ7CKT75,SA94HK8DKT64CA962,SQJ7HQ53DA53CQJ84,ST653HJ9764D982C3,SK82HAT2DQJ7CKT75,SA94HK8DKT64CA962,,PASS PASS 1C PASS 2H PASS 2S! PASS 3NT PASS PASS PASS,3NT
85333.lin,BBO,closed,27,o,none,1,S,SQJ7HQ53DA53CQJ84,ST653HJ9764D982C3,SK82HAT2DQJ7CKT75,SA94HK8DKT64CA962,SQJ7HQ53DA53CQJ84,ST653HJ9764D982C3,SK82HAT2DQJ7CKT75,SA94HK8DKT64CA962,9,1N! PASS 2C! PASS 2D! PASS 2S! PASS 3C! PASS 3NT PASS PASS PASS,3NT
85333.lin,BBO,open,28,n,ns,2,W,SAJ63HKQ5DKJ8CKQ5,S9HJ73DAQ943CJ973,SKQT5HT962DT62CA2,S8742HA84D75CT864,SAJ63HKQ5DKJ8CKQ5,S9HJ73DAQ943CJ973,SKQT5HT962DT62CA2,S8742HA84D75CT864,9,PASS PASS PASS 2NT PASS 3C! PASS 3S PASS 4S PASS PASS PASS,4S
85333.lin,BBO,closed,28,n,ns,2,W,SAJ63HKQ5DKJ8CKQ5,S9HJ73DAQ943CJ973,SKQT5HT962DT62CA2,S8742HA84D75CT864,SAJ63HKQ5DKJ8CKQ5,S9HJ73DAQ943CJ973,SKQT5HT962DT62CA2,S8742HA84D75CT864,9,PASS PASS PASS 2D! PASS 3C! PASS 3D! PASS 4D! PASS 4S PASS PASS PASS,4S
85334.lin,BBO,open,21,n,ns,3,N,SJT92H53DQ63CAK72,SQ763HQ7DA87CQ984,SK8HJ642DKJ952CJ6,SA54HAKT98DT4CT53,SJT92H53DQ63CAK72,SQ763HQ7DA87CQ984,SK8HJ642DKJ952CJ6,SA54HAKT98DT4CT53,,PASS 1H PASS 1S PASS 1NT PASS PASS PASS,1NT
85334.lin,BBO,closed,21,n,ns,3,N,SJT92H53DQ63CAK72,SQ763HQ7DA87CQ984,SK8HJ642DKJ952CJ6,SA54HAKT98DT4CT53,SJT92H53DQ63CAK72,SQ763HQ7DA87CQ984,SK8HJ642DKJ952CJ6,SA54HAKT98DT4CT53,7,PASS 1H X 1S 2D X PASS 2H 3D PASS PASS PASS,3D
85334.lin,BBO,open,22,e,ew,4,E,SAKT82H3DKT983C63,SJ9763H85DAQ75C95,S54HAKQJT642D2CJ8,SQH97DJ64CAKQT742,SAKT82H3DKT983C63,SJ9763H85DAQ75C95,S54HAKQJT642D2CJ8,SQH97DJ64CAKQT742,,3NT PASS 4C 4H PASS PASS PASS,4H
85334.lin,BBO,closed,22,e,ew,4,E,SAKT82H3DKT983C63,SJ9763H85DAQ75C95,S54HAKQJT642D2CJ8,SQH97DJ64CAKQT742,SAKT82H3DKT983C63,SJ9763H85DAQ75C95,S54HAKQJT642D2CJ8,SQH97DJ64CAKQT742,,1C 1D 1S 4H PASS PASS PASS,4H
85334.lin,BBO,open,23,b,both,1,S,SQ7HAKQ985DCAJT76,SAJ8HT62DKJ987C83,SK942HJ7D54CKQ952,ST653H43DAQT632C4,SQ7HAKQ985DCAJT76,SAJ8HT62DKJ987C83,SK942HJ7D54CKQ952,ST653H43DAQT632C4,13,1H PASS 1S PASS 3C PASS 4C PASS 4D X 4S PASS 5D PASS 6C PASS PASS PASS,6C
85334.lin,BBO,closed,23,b,both,1,S,SQ7HAKQ985DCAJT76,SAJ8HT62DKJ987C83,SK942HJ7D54CKQ952,ST653H43DAQT632C4,SQ7HAKQ985DCAJT76,SAJ8HT62DKJ987C83,SK942HJ7D54CKQ952,ST653H43DAQT632C4,12,1H PASS 1S 2D 4H 5D 5H PASS PASS PASS,5H
85334.lin,BBO,open,24,o,none,2,W,SA42HAQ9765DQ8CJ4,SKT96HJ8432DAT73C,SJ753HDJ94CAKT985,SQ8HKTDK652CQ7632,SA42HAQ9765DQ8CJ4,SKT96HJ8432DAT73C,SJ753HDJ94CAKT985,SQ8HKTDK652CQ7632,7,2D! 3C PASS 3NT PASS PASS PASS,3NT
85334.lin,BBO,closed,24,o,none,2,W,SA42HAQ9765DQ8CJ4,SKT96HJ8432DAT73C,SJ753HDJ94CAKT985,SQ8HKTDK652CQ7632,SA42HAQ9765DQ8CJ4,SKT96HJ8432DAT73C,SJ753HDJ94CAKT985,SQ8HKTDK652CQ7632,,PASS PASS 1C 1H X 2C PASS 2H PASS PASS PASS,2H
85334.lin,BBO,open,25,e,ew,3,N,SA9HJDAKJT8C97632,SJ72HKT542D42CAKT,SK843H863DQ96CJ85,SQT65HAQ97D753CQ4,SA9HJDAKJT8C97632,SJ72HKT542D42CAKT,SK843H863DQ96CJ85,SQT65HAQ97D753CQ4,9,PASS PASS 1D 1H X XX 2C PASS 2D 2H 3D PASS PASS 3H PASS PASS PASS,3H
85334.lin,BBO,closed,25,e,ew,3,N,SA9HJDAKJT8C97632,SJ72HKT542D42CAKT,SK843H863DQ96CJ85,SQT65HAQ97D753CQ4,SA9HJDAKJT8C97632,SJ72HKT542D42CAKT,SK843H863DQ96CJ85,SQT65HAQ97D753CQ4,9,PASS PASS 1D PASS 1S PASS 2C PASS 2D PASS PASS PASS,2D
85334.lin,BBO,open,26,b,both,4,E,S974H632DQ7652CQ4,S83H985DKT84CKT32,SAKT6HK7DJ9CAJ865,SQJ52HAQJT4DA3C97,S974H632DQ7652CQ4,S83H985DKT84CKT32,SAKT6HK7DJ9CAJ865,SQJ52HAQJT4DA3C97,,1H PASS 1NT 2C 2H PASS PASS 2S PASS 3C PASS PASS PASS,3C
85334.lin,BBO,closed,26,b,both,4,E,S974H632DQ7652CQ4,S83H985DKT84CKT32,SAKT6HK7DJ9CAJ865,SQJ52HAQJT4DA3C97,S974H632DQ7652CQ4,S83H985DKT84CKT32,SAKT6HK7DJ9CAJ865,SQJ52HAQJT4DA3C97,6,1H PASS 1NT 2C PASS PASS PASS,2C
85334.lin,BBO,open,27,o,none,1,S,SK93HKQJ6DTCJT873,SAJT765H94DQJ85C2,SQ82HT8753D43CK96,S4HA2DAK9762CAQ54,SK93HKQJ6DTCJT873,SAJT765H94DQJ85C2,SQ82HT8753D43CK96,S4HA2DAK9762CAQ54,10,PASS 2S PASS 2N! PASS 3H! PASS 4S PASS PASS PASS,4S
85334.lin,BBO,closed,27,o,none,1,S,SK93HKQJ6DTCJT873,SAJT765H94DQJ85C2,SQ82HT8753D43CK96,S4HA2DAK9762CAQ54,SK93HKQJ6DTCJT873,SAJT765H94DQJ85C2,SQ82HT8753D43CK96,S4HA2DAK9762CAQ54,,PASS 2D! PASS 3D! PASS 4D PASS 5D PASS PASS PASS,5D
85334.lin,BBO,open,28,n,ns,2,W,SQHAT64DQT975CAT7,S873HKJ95DK3C9653,SAKJT96542HQ7D86C,SH832DAJ42CKQJ842,SQHAT64DQT975CAT7,S873HKJ95DK3C9653,SAKJT96542HQ7D86C,SH832DAJ42CKQJ842,9,PASS 4S 5C X PASS PASS PASS,5C
85334.lin,BBO,closed,28,n,ns,2,W,SQHAT64DQT975CAT7,S873HKJ95DK3C9653,SAKJT96542HQ7D86C,SH832DAJ42CKQJ842,SQHAT64DQT975CAT7,S873HKJ95DK3C9653,SAKJT96542HQ7D86C,SH832DAJ42CKQJ842,,PASS 4D! 5C X PASS 5S PASS 6S PASS PASS PASS,6S
85334.lin,BBO,open,29,b,both,3,N,SKJ752HK5DAJ52CJ8,SA9HAJ974DQ864C63,SQ864HQ83DKT9CAT7,ST3HT62D73CKQ9542,SKJ752HK5DAJ52CJ8,SA9HAJ974DQ864C63,SQ864HQ83DKT9CAT7,ST3HT62D73CKQ9542,10,PASS PASS 1S PASS 2D! PASS 2H! X R! PASS 2S PASS 2NT PASS 3S PASS PASS PASS,3S
85334.lin,BBO,closed,29,b,both,3,N,SKJ752HK5DAJ52CJ8,SA9HAJ974DQ864C63,SQ864HQ83DKT9CAT7,ST3HT62D73CKQ9542,SKJ752HK5DAJ52CJ8,SA9HAJ974DQ864C63,SQ864HQ83DKT9CAT7,ST3HT62D73CKQ9542,9,PASS PASS 1S PASS 2C! X PASS PASS 3S PASS 4S PASS PASS PASS,4S
85334.lin,BBO,open,30,o,none,4,E,SAHKT43DAT972CT73,S965HJ92DK8CAJ954,SKQJ842HA85DJ5CQ6,ST73HQ76DQ643CK82,SAHKT43DAT972CT73,S965HJ92DK8CAJ954,SKQJ842HA85DJ5CQ6,ST73HQ76DQ643CK82,10,PASS 1D PASS 1S PASS 1NT PASS 4S PASS PASS PASS,4S
85334.lin,BBO,closed,30,o,none,4,E,SAHKT43DAT972CT73,S965HJ92DK8CAJ954,SKQJ842HA85DJ5CQ6,ST73HQ76DQ643CK82,SAHKT43DAT972CT73,S965HJ92DK8CAJ954,SKQJ842HA85DJ5CQ6,ST73HQ76DQ643CK82,,PASS 1D PASS 1S PASS 2D PASS 4S PASS PASS PASS,4S
85335.lin,BBO,open,1,o,none,3,N,STHAJ96DT743CT876,S95HT4DQJ86CAQJ53,SAQ86HKQ32D952CK2,SKJ7432H875DAKC94,STHAJ96DT743CT876,S95HT4DQJ86CAQJ53,SAQ86HKQ32D952CK2,SKJ7432H875DAKC94,8,1C 1S PASS 1NT PASS 2S PASS PASS PASS,2S
85335.lin,BBO,closed,1,o,none,3,N,STHAJ96DT743CT876,S95HT4DQJ86CAQJ53,SAQ86HKQ32D952CK2,SKJ7432H875DAKC94,STHAJ96DT743CT876,S95HT4DQJ86CAQJ53,SAQ86HKQ32D952CK2,SKJ7432H875DAKC94,8,1D 1S X 1N! 2H D! PASS 2S PASS PASS PASS,2S
85335.lin,BBO,open,2,n,ns,4,E,SA4HK753DAT63CK42,SJT95H8DQ842CT976,SQ63HAT62D975CAQ3,SK872HQJ94DKJCJ85,SA4HK753DAT63CK42,SJT95H8DQ842CT976,SQ63HAT62D975CAQ3,SK872HQJ94DKJCJ85,8,PASS 1C PASS 1H PASS 2H PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,closed,2,n,ns,4,E,SA4HK753DAT63CK42,SJT95H8DQ842CT976,SQ63HAT62D975CAQ3,SK872HQJ94DKJCJ85,SA4HK753DAT63CK42,SJT95H8DQ842CT976,SQ63HAT62D975CAQ3,SK872HQJ94DKJCJ85,9,1C! PASS 1S PASS 2S X PASS 3H! PASS PASS PASS,2S
85335.lin,BBO,open,3,e,ew,1,S,SQ753HKTDA32CJT86,SAJT6HAJ864DT54C7,SH975DQJ987CKQ543,SK9842HQ32DK6CA92,SQ753HKTDA32CJT86,SAJT6HAJ864DT54C7,SH975DQJ987CKQ543,SK9842HQ32DK6CA92,11,PASS 1H 2NT 3C 5C PASS PASS X PASS PASS PASS,5C
85335.lin,BBO,closed,3,e,ew,1,S,SQ753HKTDA32CJT86,SAJT6HAJ864DT54C7,SH975DQJ987CKQ543,SK9842HQ32DK6CA92,SQ753HKTDA32CJT86,SAJT6HAJ864DT54C7,SH975DQJ987CKQ543,SK9842HQ32DK6CA92,10,PASS 1H 2NT 3D! 5C X PASS PASS PASS,5C
85335.lin,BBO,open,4,b,both,2,W,ST972HQT65DT74CJ5,SQJHJ8D98532CA832,SA865HK432DJ6CQ97,SK43HA97DAKQCKT64,ST972HQT65DT74CJ5,SQJHJ8D98532CA832,SA865HK432DJ6CQ97,SK43HA97DAKQCKT64,9,PASS PASS 1C! PASS 1NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,closed,4,b,both,2,W,ST972HQT65DT74CJ5,SQJHJ8D98532CA832,SA865HK432DJ6CQ97,SK43HA97DAKQCKT64,ST972HQT65DT74CJ5,SQJHJ8D98532CA832,SA865HK432DJ6CQ97,SK43HA97DAKQCKT64,9,PASS PASS 2NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,open,5,n,ns,3,N,SAK72HAJ64DKCT743,S64H987DA7542CAK6,SJT983HK5DJT83CQJ,SQ5HQT32DQ96C9852,SAK72HAJ64DKCT743,S64H987DA7542CAK6,SJT983HK5DJT83CQJ,SQ5HQT32DQ96C9852,10,PASS PASS 1C 1D 1H! 2D 3S PASS 4S PASS PASS PASS,4S
85335.lin,BBO,closed,5,n,ns,3,N,SAK72HAJ64DKCT743,S64H987DA7542CAK6,SJT983HK5DJT83CQJ,SQ5HQT32DQ96C9852,SAK72HAJ64DKCT743,S64H987DA7542CAK6,SJT983HK5DJT83CQJ,SQ5HQT32DQ96C9852,10,PASS PASS 1NT PASS 2C PASS 2H PASS 2S PASS 4S PASS PASS PASS,4S
85335.lin,BBO,open,6,e,ew,4,E,SJ3HT7DK98532CT53,SQ52HAKQJ2DJT4CAJ,SAT964H543DQ6CK96,SK87H986DA7CQ8742,SJ3HT7DK98532CT53,SQ52HAKQJ2DJT4CAJ,SAT964H543DQ6CK96,SK87H986DA7CQ8742,9,PASS 3D 3H PASS 4H PASS PASS PASS,4H
85335.lin,BBO,closed,6,e,ew,4,E,SJ3HT7DK98532CT53,SQ52HAKQJ2DJT4CAJ,SAT964H543DQ6CK96,SK87H986DA7CQ8742,SJ3HT7DK98532CT53,SQ52HAKQJ2DJT4CAJ,SAT964H543DQ6CK96,SK87H986DA7CQ8742,11,PASS 2D X PASS 3C! PASS 3H PASS 4D! PASS 4H PASS PASS PASS,4H
85335.lin,BBO,open,7,b,both,1,S,SHDC,SHDC,SHDC,SHDC,SHDC,SHDC,SHDC,SHDC,,PASS PASS 1S 1NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,closed,7,b,both,1,S,SHDC,SHDC,SHDC,SHDC,SHDC,SHDC,SHDC,SHDC,7,PASS PASS 1S 1NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,open,8,o,none,2,W,SQ64HQ6543DQC8653,SA95HAKDAKJ32CKQ9,SJT832HJD754CAT74,SK7HT9872DT986CJ2,SQ64HQ6543DQC8653,SA95HAKDAKJ32CKQ9,SJT832HJD754CAT74,SK7HT9872DT986CJ2,11,2C PASS 2D PASS 2N! PASS 3D! PASS 3N! PASS PASS PASS,2D
85335.lin,BBO,closed,8,o,none,2,W,SQ64HQ6543DQC8653,SA95HAKDAKJ32CKQ9,SJT832HJD754CAT74,SK7HT9872DT986CJ2,SQ64HQ6543DQC8653,SA95HAKDAKJ32CKQ9,SJT832HJD754CAT74,SK7HT9872DT986CJ2,11,2C PASS 2D! PASS 2H! PASS 2S! PASS 2NT PASS 3D! PASS 3H PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,open,9,e,ew,3,N,SQ82HJ9DAJ75CJ943,SAJHK8753DKQ62CK2,S96HA642D9843CT76,SKT7543HQTDTCAQ85,SQ82HJ9DAJ75CJ943,SAJHK8753DKQ62CK2,S96HA642D9843CT76,SKT7543HQTDTCAQ85,10,PASS 1S PASS 2D PASS 2S PASS 2N! PASS 3C PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,closed,9,e,ew,3,N,SQ82HJ9DAJ75CJ943,SAJHK8753DKQ62CK2,S96HA642D9843CT76,SKT7543HQTDTCAQ85,SQ82HJ9DAJ75CJ943,SAJHK8753DKQ62CK2,S96HA642D9843CT76,SKT7543HQTDTCAQ85,11,PASS 1S PASS 2H PASS 2S PASS 2NT PASS 3C PASS 3NT PASS 4H PASS 4S PASS PASS PASS,4S
85335.lin,BBO,open,10,b,both,4,E,SQJ4HT72DKQT86CK3,SAK3HJ9853D9CQ982,S9852HAKDJ74CAT65,ST76HQ64DA532CJ74,SQJ4HT72DKQT86CK3,SAK3HJ9853D9CQ982,S9852HAKDJ74CAT65,ST76HQ64DA532CJ74,10,PASS 1D PASS 1S PASS 1NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,closed,10,b,both,4,E,SQJ4HT72DKQT86CK3,SAK3HJ9853D9CQ982,S9852HAKDJ74CAT65,ST76HQ64DA532CJ74,SQJ4HT72DKQT86CK3,SAK3HJ9853D9CQ982,S9852HAKDJ74CAT65,ST76HQ64DA532CJ74,10,PASS PASS 1H X 2H X PASS 3C PASS 5D PASS PASS PASS,5D
85335.lin,BBO,open,11,o,none,1,S,SQ4HAK9DKT763C974,ST5H53DQ854CAQT53,SAKJ832HQJDA92CK6,S976HT87642DJCJ82,SQ4HAK9DKT763C974,ST5H53DQ854CAQT53,SAKJ832HQJDA92CK6,S976HT87642DJCJ82,12,1D PASS 1S PASS 1NT PASS 2D! PASS 2NT PASS 3S PASS 4D PASS 4NT PASS 5C X P! PASS 5H! PASS 6S PASS PASS PASS,6S
85335.lin,BBO,closed,11,o,none,1,S,SQ4HAK9DKT763C974,ST5H53DQ854CAQT53,SAKJ832HQJDA92CK6,S976HT87642DJCJ82,SQ4HAK9DKT763C974,ST5H53DQ854CAQT53,SAKJ832HQJDA92CK6,S976HT87642DJCJ82,10,1D PASS 1S PASS 1NT PASS 2D! PASS 3D PASS 4D PASS 4H PASS 4N! PASS 5H! PASS 6D PASS PASS PASS,6D
85335.lin,BBO,open,12,n,ns,2,W,SQT943HQTDT92CKQT,S75HAK953DJ87C943,SAK86H74DK43CAJ86,SJ2HJ862DAQ65C752,SQT943HQTDT92CKQT,S75HAK953DJ87C943,SAK86H74DK43CAJ86,SJ2HJ862DAQ65C752,6,PASS 1NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,closed,12,n,ns,2,W,SQT943HQTDT92CKQT,S75HAK953DJ87C943,SAK86H74DK43CAJ86,SJ2HJ862DAQ65C752,SQT943HQTDT92CKQT,S75HAK953DJ87C943,SAK86H74DK43CAJ86,SJ2HJ862DAQ65C752,9,PASS 1NT PASS 2N! PASS 3C! PASS 3H! X 4S PASS PASS PASS,4S
85335.lin,BBO,open,13,b,both,3,N,ST9HKQ53D863CAQJ8,SKJ7642HAT4D52C65,SA853H86DAQ97CK42,SQHJ972DKJT4CT973,ST9HKQ53D863CAQJ8,SKJ7642HAT4D52C65,SA853H86DAQ97CK42,SQHJ972DKJT4CT973,,1C! PASS 1H 1S P! PASS X PASS PASS PASS,1S
85335.lin,BBO,closed,13,b,both,3,N,ST9HKQ53D863CAQJ8,SKJ7642HAT4D52C65,SA853H86DAQ97CK42,SQHJ972DKJT4CT973,ST9HKQ53D863CAQJ8,SKJ7642HAT4D52C65,SA853H86DAQ97CK42,SQHJ972DKJT4CT973,,1D PASS 1H 2S PASS PASS X PASS 2NT PASS 3NT PASS PASS PASS,3NT
85335.lin,BBO,open,14,o,none,4,E,SK85H876DK642CQ62,SAJ9742HQ3DT87C95,S3HAKT952DAJ5CA84,SQT6HJ4DQ93CKJT73,SK85H876DK642CQ62,SAJ9742HQ3DT87C95,S3HAKT952DAJ5CA84,SQT6HJ4DQ93CKJT73,11,PASS PASS 2D D! 2H! X 2S! 4H PASS PASS PASS,4H
85335.lin,BBO,closed,14,o,none,4,E,SK85H876DK642CQ62,SAJ9742HQ3DT87C95,S3HAKT952DAJ5CA84,SQT6HJ4DQ93CKJT73,SK85H876DK642CQ62,SAJ9742HQ3DT87C95,S3HAKT952DAJ5CA84,SQT6HJ4DQ93CKJT73,10,PASS PASS 2D! 3H 3S! 4H PASS PASS PASS,4H
85336.lin,BBO,open,15,n,ns,1,S,SJ96HK963DAK763C9,ST87HQT854DQT4CT5,S543HJ2D5CKJ87643,SAKQ2HA7DJ982CAQ2,SJ96HK963DAK763C9,ST87HQT854DQT4CT5,S543HJ2D5CKJ87643,SAKQ2HA7DJ982CAQ2,7,1D PASS 1NT X PASS 2H 3C PASS PASS PASS,3C
85336.lin,BBO,closed,15,n,ns,1,S,SJ96HK963DAK763C9,ST87HQT854DQT4CT5,S543HJ2D5CKJ87643,SAKQ2HA7DJ982CAQ2,SJ96HK963DAK763C9,ST87HQT854DQT4CT5,S543HJ2D5CKJ87643,SAKQ2HA7DJ982CAQ2,10,1D PASS 1NT 2S PASS PASS PASS,2S
85336.lin,BBO,open,16,e,ew,2,W,SQ9653HDQ642CQ943,SAHAQ8654DJ983CJ6,SKJT8742H3DA75CT8,SHKJT972DKTCAK752,SQ9653HDQ642CQ943,SAHAQ8654DJ983CJ6,SKJT8742H3DA75CT8,SHKJT972DKTCAK752,10,1H 4S 5S! 6H PASS 6S P! PASS X PASS PASS PASS,6S
85336.lin,BBO,closed,16,e,ew,2,W,SQ9653HDQ642CQ943,SAHAQ8654DJ983CJ6,SKJT8742H3DA75CT8,SHKJT972DKTCAK752,SQ9653HDQ642CQ943,SAHAQ8654DJ983CJ6,SKJT8742H3DA75CT8,SHKJT972DKTCAK752,10,1H 4S 5S 6H PASS 6S P! PASS 6NT PASS PASS 7S X PASS PASS PASS,7S
85336.lin,BBO,open,17,o,none,3,N,SQ5HAKQ4DK7CQT987,S94HJT9765D93CK43,SKT8762H832DAT5C2,SAJ3HDQJ8642CAJ65,SQ5HAKQ4DK7CQT987,S94HJT9765D93CK43,SKT8762H832DAT5C2,SAJ3HDQJ8642CAJ65,9,2D 3D 4C! PASS 4H! PASS 4S PASS PASS PASS,4S
85336.lin,BBO,closed,17,o,none,3,N,SQ5HAKQ4DK7CQT987,S94HJT9765D93CK43,SKT8762H832DAT5C2,SAJ3HDQJ8642CAJ65,SQ5HAKQ4DK7CQT987,S94HJT9765D93CK43,SKT8762H832DAT5C2,SAJ3HDQJ8642CAJ65,8,2S 3D 3S PASS PASS 4C X 4D X PASS PASS PASS,4D
85336.lin,BBO,open,18,n,ns,4,E,SAQT54HT9DJ9CAT98,S9HAK76DAT8752CKJ,SK73HQJ5432D43C65,SJ862H8DKQ6CQ7432,SAQT54HT9DJ9CAT98,S9HAK76DAT8752CKJ,SK73HQJ5432D43C65,SJ862H8DKQ6CQ7432,8,PASS 1S X 2H! 3C PASS PASS PASS,3C
85336.lin,BBO,closed,18,n,ns,4,E,SAQT54HT9DJ9CAT98,S9HAK76DAT8752CKJ,SK73HQJ5432D43C65,SJ862H8DKQ6CQ7432,SAQT54HT9DJ9CAT98,S9HAK76DAT8752CKJ,SK73HQJ5432D43C65,SJ862H8DKQ6CQ7432,11,PASS 1S X 2S 3C PASS 3D PASS PASS PASS,3D
85336.lin,BBO,open,19,e,ew,1,S,ST9HQT75DA542C765,SAKQHA92DKQ6CK832,S863H8643DJT97CAT,SJ7542HKJD83CQJ94,ST9HQT75DA542C765,SAKQHA92DKQ6CK832,S863H8643DJT97CAT,SJ7542HKJD83CQJ94,11,PASS 2NT PASS 3H! PASS 3S! PASS 4S PASS PASS PASS,4S
85336.lin,BBO,closed,19,e,ew,1,S,ST9HQT75DA542C765,SAKQHA92DKQ6CK832,S863H8643DJT97CAT,SJ7542HKJD83CQJ94,ST9HQT75DA542C765,SAKQHA92DKQ6CK832,S863H8643DJT97CAT,SJ7542HKJD83CQJ94,11,PASS 2NT PASS 3H! PASS 3N! PASS 4H PASS 4S PASS PASS PASS,4S
85336.lin,BBO,open,20,b,both,2,W,SQJ93HKQ5DK63C982,S652H742DJT9CAK54,SAK87HJT3D84CQT63,ST4HA986DAQ752CJ7,SQJ93HKQ5DK63C982,S652H742DJT9CAK54,SAK87HJT3D84CQT63,ST4HA986DAQ752CJ7,8,PASS PASS 1D! PASS 1NT PASS PASS PASS,1NT
85336.lin,BBO,closed,20,b,both,2,W,SQJ93HKQ5DK63C982,S652H742DJT9CAK54,SAK87HJT3D84CQT63,ST4HA986DAQ752CJ7,SQJ93HKQ5DK63C982,S652H742DJT9CAK54,SAK87HJT3D84CQT63,ST4HA986DAQ752CJ7,8,PASS PASS 1D PASS 1NT PASS 2D PASS PASS PASS,2D
85336.lin,BBO,open,21,n,ns,3,N,SKJ953HK764D2CJ73,SA6HAJ53DKQCAKT42,SQ8HQT98DT9863C96,ST742H2DAJ754CQ85,SKJ953HK764D2CJ73,SA6HAJ53DKQCAKT42,SQ8HQT98DT9863C96,ST742H2DAJ754CQ85,11,PASS PASS 1S X PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT
85336.lin,BBO,closed,21,n,ns,3,N,SKJ953HK764D2CJ73,SA6HAJ53DKQCAKT42,SQ8HQT98DT9863C96,ST742H2DAJ754CQ85,SKJ953HK764D2CJ73,SA6HAJ53DKQCAKT42,SQ8HQT98DT9863C96,ST742H2DAJ754CQ85,11,PASS PASS 1S X PASS 2D PASS 2S! PASS 2NT PASS 3NT PASS PASS PASS,3NT
85336.lin,BBO,open,22,e,ew,4,E,SKQ84H84DAK2C9873,S6HKT93DJT9874CQ4,SJT95HAQ72DQ65CKJ,SA732HJ65D3CAT652,SKQ84H84DAK2C9873,S6HKT93DJT9874CQ4,SJT95HAQ72DQ65CKJ,SA732HJ65D3CAT652,9,PASS 1C PASS 1H PASS 1S! PASS 4S PASS PASS PASS,4S
85336.lin,BBO,closed,22,e,ew,4,E,SKQ84H84DAK2C9873,S6HKT93DJT9874CQ4,SJT95HAQ72DQ65CKJ,SA732HJ65D3CAT652,SKQ84H84DAK2C9873,S6HKT93DJT9874CQ4,SJT95HAQ72DQ65CKJ,SA732HJ65D3CAT652,9,PASS 1D PASS 1H X PASS 2C 3NT PASS PASS PASS,3NT
85336.lin,BBO,open,23,b,both,1,S,S2H7DT853CQ987543,SQT76H9854D62CJT6,SAKJ43HAQ632DJ9CA,S985HKJTDAKQ74CK2,S2H7DT853CQ987543,SQT76H9854D62CJT6,SAKJ43HAQ632DJ9CA,S985HKJTDAKQ74CK2,7,PASS PASS 1S 2D PASS PASS X PASS 3C PASS 3H PASS 4C PASS PASS PASS,4C
85336.lin,BBO,closed,23,b,both,1,S,S2H7DT853CQ987543,SQT76H9854D62CJT6,SAKJ43HAQ632DJ9CA,S985HKJTDAKQ74CK2,S2H7DT853CQ987543,SQT76H9854D62CJT6,SAKJ43HAQ632DJ9CA,S985HKJTDAKQ74CK2,8,4C PASS 5C PASS PASS PASS,5C
85336.lin,BBO,open,24,o,none,2,W,S7654HA4DK6CAJ764,SK832HKQJ986DQT4C,SAQTH532D953CT953,SJ9HT7DAJ872CKQ82,S7654HA4DK6CAJ764,SK832HKQJ986DQT4C,SAQTH532D953CT953,SJ9HT7DAJ872CKQ82,9,1H PASS 1NT X 2H PASS PASS PASS,2H
85336.lin,BBO,closed,24,o,none,2,W,S7654HA4DK6CAJ764,SK832HKQJ986DQT4C,SAQTH532D953CT953,SJ9HT7DAJ872CKQ82,S7654HA4DK6CAJ764,SK832HKQJ986DQT4C,SAQTH532D953CT953,SJ9HT7DAJ872CKQ82,9,1H PASS 1NT X 2H PASS PASS PASS,2H
85336.lin,BBO,open,25,e,ew,3,N,SJ83HA732D85432CJ,SAQ54HQ86DAKCK654,SK6HJT94DQTCT9873,ST972HK5DJ976CAQ2,SJ83HA732D85432CJ,SAQ54HQ86DAKCK654,SK6HJT94DQTCT9873,ST972HK5DJ976CAQ2,10,PASS PASS PASS 1C! PASS 1H PASS 2NT PASS 3C! PASS 3S! PASS 4S PASS PASS PASS,4S
85336.lin,BBO,closed,25,e,ew,3,N,SJ83HA732D85432CJ,SAQ54HQ86DAKCK654,SK6HJT94DQTCT9873,ST972HK5DJ976CAQ2,SJ83HA732D85432CJ,SAQ54HQ86DAKCK654,SK6HJT94DQTCT9873,ST972HK5DJ976CAQ2,11,PASS PASS 1S 1NT PASS 3NT PASS PASS PASS,3NT
